FlightID,RouteID,DepartureDateTime,AircraftType,TotalCapacity,FlightStatus,FuelCost,CrewCost,AirportCost,OtherOperatingCost
F000854,R003,2025-02-27 21:45:00,Boeing 737,160,Completed,10013.52,3583.68,1823.35,1324.09
F000855,R004,2025-02-27 19:15:00,Airbus A320,180,Completed,10746.88,3518.02,2964.19,735.49
F000856,R005,2025-02-27 13:30:00,Airbus A320,180,Completed,2996.32,1184.3,2807.17,1474.4
F000857,R005,2025-02-27 18:15:00,Airbus A320,180,Delayed,3403.2,1216.05,1884.34,595.28
F000858,R006,2025-02-27 07:30:00,Boeing 737,160,Completed,3248.01,1170.69,2409.56,1170.79
F000859,R007,2025-02-27 06:30:00,Airbus A320,180,Completed,3386.25,1268.5,2056.35,1468.06
F000860,R008,2025-02-27 11:30:00,Boeing 737,160,Completed,3528.14,1337.17,2816.85,631.92
F000861,R009,2025-02-27 22:45:00,Boeing 737,160,Completed,979.22,367.02,2967.77,999.21
F000862,R009,2025-02-27 14:30:00,Airbus A320,180,Completed,983.85,388.1,2419.4,1261.56
F000863,R010,2025-02-27 22:30:00,Airbus A320,180,Completed,1109.27,367.1,2991.85,1263.68
F000864,R010,2025-02-27 10:45:00,Boeing 737,160,Completed,964.51,357.34,1774.71,970.25
F000865,R001,2025-02-28 20:45:00,Boeing 737,160,Completed,14960.69,5161.47,1561.19,856.52
F000866,R002,2025-02-28 20:45:00,Boeing 737,160,Delayed,14554.04,5131.61,1685.48,593.58
F000867,R002,2025-02-28 15:15:00,Boeing 737,160,Completed,14292.95,5109.67,2344.87,1163.14
F000868,R003,2025-02-28 06:15:00,Airbus A320,180,Completed,11006.69,3598.28,2247.17,594.31
F000869,R004,2025-02-28 06:30:00,Boeing 737,160,Completed,9938.1,3725.35,2926.83,1336.98
F000870,R004,2025-02-28 10:00:00,Boeing 737,160,Completed,10072.25,3768.69,2219.78,1128.36
F000871,R005,2025-02-28 06:30:00,Boeing 737,160,Completed,3369.04,1241.57,1987.37,1231.55
F000872,R005,2025-02-28 10:15:00,Boeing 737,160,Completed,3464.04,1162.21,2697.22,1243.8
F000873,R006,2025-02-28 08:45:00,Airbus A320,180,Completed,3056.61,1243.25,2798.27,589.19
F000874,R006,2025-02-28 12:15:00,Airbus A320,180,Completed,3449.62,1162.45,2628.84,1154.06
F000875,R007,2025-02-28 15:45:00,Airbus A320,180,Completed,3691.83,1336.06,2855.6,1103.51
F000876,R008,2025-02-28 09:30:00,Boeing 737,160,Completed,3518.18,1331.41,2214.66,1063.06
F000877,R008,2025-02-28 19:00:00,Airbus A320,180,Completed,3744.78,1296.6,2151.16,926.02
F000878,R009,2025-02-28 22:30:00,Airbus A320,180,Completed,1064.79,379.52,2570.45,1430.67
F000879,R010,2025-02-28 15:45:00,Airbus A320,180,Completed,941.94,385.28,1950.59,1484.19
F000880,R001,2025-03-01 13:45:00,Airbus A320,180,Completed,13799.09,4975.24,2875.95,1013.41
F000881,R001,2025-03-01 22:45:00,Airbus A320,180,Delayed,12508.48,5029.62,2352.72,753.38
F000882,R002,2025-03-01 08:00:00,Boeing 737,160,Completed,14267.31,4931.63,2679.27,1342.91
F000883,R002,2025-03-01 07:00:00,Airbus A320,180,Completed,14638.22,4849.84,2380.81,955.0
F000884,R003,2025-03-01 14:30:00,Boeing 737,160,Completed,9566.3,3536.28,2973.28,759.32
F000885,R003,2025-03-01 09:45:00,Boeing 737,160,Completed,9149.57,3550.48,1757.6,977.12
F000886,R004,2025-03-01 21:30:00,Airbus A320,180,Completed,10540.16,3862.99,2512.65,1304.64
F000887,R004,2025-03-01 08:15:00,Boeing 737,160,Completed,9165.88,3548.72,1523.83,1470.52
F000888,R005,2025-03-01 12:45:00,Boeing 737,160,Completed,3364.84,1180.37,2439.09,1290.01
F000889,R006,2025-03-01 08:30:00,Airbus A320,180,Delayed,3037.11,1178.72,1674.69,1402.42
F000890,R007,2025-03-01 21:45:00,Boeing 737,160,Completed,3779.19,1292.93,1802.01,1069.43
F000891,R007,2025-03-01 18:00:00,Airbus A320,180,Completed,3178.5,1298.72,2569.64,1479.49
F000892,R008,2025-03-01 15:00:00,Airbus A320,180,Completed,3454.76,1283.71,2586.92,1435.28
F000893,R008,2025-03-01 21:15:00,Boeing 737,160,Completed,3545.46,1272.0,1973.78,563.51
F000894,R009,2025-03-01 21:00:00,Airbus A320,180,Completed,1053.74,379.47,2172.49,936.23
F000895,R009,2025-03-01 11:30:00,Boeing 737,160,Completed,1022.17,371.69,2261.45,1087.66
F000896,R010,2025-03-01 20:15:00,Airbus A320,180,Completed,1074.37,369.9,2125.29,1441.2
F000897,R010,2025-03-01 17:45:00,Boeing 737,160,Completed,1053.56,365.86,2623.88,1167.06
F000898,R001,2025-03-02 11:15:00,Boeing 737,160,Completed,13900.4,4752.45,2123.98,1493.77
F000899,R002,2025-03-02 13:15:00,Boeing 737,160,Completed,14971.74,4880.1,1891.21,1176.93
F000900,R002,2025-03-02 11:00:00,Boeing 737,160,Completed,13170.73,4758.91,1840.04,1061.98
F000901,R003,2025-03-02 14:30:00,Airbus A320,180,Completed,10699.99,3791.72,2335.53,1396.32
F000902,R003,2025-03-02 22:00:00,Boeing 737,160,Completed,11019.32,3669.05,2185.7,1341.6
F000903,R004,2025-03-02 09:00:00,Boeing 737,160,Delayed,10167.84,3569.07,1677.09,705.39
F000904,R005,2025-03-02 11:30:00,Airbus A320,180,Completed,3438.17,1187.81,2805.74,654.3
F000905,R005,2025-03-02 17:30:00,Boeing 737,160,Cancelled,3020.66,1152.58,2954.46,1269.22
F000906,R006,2025-03-02 13:45:00,Airbus A320,180,Completed,3127.67,1148.95,1899.02,1215.2
F000907,R007,2025-03-02 17:15:00,Boeing 737,160,Completed,3704.04,1285.8,2680.82,637.99
F000908,R007,2025-03-02 19:45:00,Airbus A320,180,Completed,3806.18,1339.93,2274.23,1182.2
F000909,R008,2025-03-02 20:15:00,Boeing 737,160,Completed,3678.95,1284.22,1604.37,838.3
F000910,R009,2025-03-02 11:45:00,Boeing 737,160,Completed,1006.54,356.69,2883.78,650.95
F000911,R009,2025-03-02 07:30:00,Airbus A320,180,Completed,1008.34,380.76,2330.42,804.32
F000912,R010,2025-03-02 17:00:00,Airbus A320,180,Completed,1110.82,378.13,1720.29,903.94
F000913,R010,2025-03-02 12:45:00,Airbus A320,180,Completed,1108.24,384.53,2106.76,697.3
F000914,R001,2025-03-03 08:00:00,Airbus A320,180,Completed,13313.01,5058.35,2819.81,1020.47
F000915,R001,2025-03-03 15:15:00,Boeing 737,160,Completed,13644.28,4857.06,2011.06,1135.69
F000916,R002,2025-03-03 06:30:00,Boeing 737,160,Completed,14516.99,4852.95,2134.12,1005.27
F000917,R003,2025-03-03 17:30:00,Airbus A320,180,Completed,9389.11,3786.72,2912.01,948.74
F000918,R004,2025-03-03 20:30:00,Boeing 737,160,Completed,10773.12,3872.54,2348.4,1394.34
F000919,R005,2025-03-03 17:30:00,Airbus A320,180,Completed,3376.07,1225.43,2359.15,639.97
F000920,R006,2025-03-03 22:15:00,Boeing 737,160,Completed,3154.52,1197.79,2734.26,861.27
F000921,R006,2025-03-03 09:15:00,Airbus A320,180,Completed,3481.6,1138.34,1593.29,1388.51
F000922,R007,2025-03-03 12:45:00,Boeing 737,160,Completed,3433.34,1285.37,2382.36,1018.94
F000923,R007,2025-03-03 18:30:00,Airbus A320,180,Completed,3621.72,1345.65,2533.53,1447.82
F000924,R008,2025-03-03 11:15:00,Boeing 737,160,Completed,3514.76,1276.58,2952.05,1013.19
F000925,R008,2025-03-03 22:00:00,Boeing 737,160,Completed,3494.08,1222.08,1735.26,1059.03
F000926,R009,2025-03-03 19:00:00,Boeing 737,160,Completed,1001.67,366.13,2284.17,617.74
F000927,R010,2025-03-03 17:30:00,Airbus A320,180,Completed,1025.6,384.89,1713.21,1089.62
F000928,R010,2025-03-03 07:30:00,Airbus A320,180,Delayed,970.0,385.94,2233.19,622.33
F000929,R001,2025-03-04 08:00:00,Airbus A320,180,Completed,13561.25,4855.8,2178.56,837.82
F000930,R001,2025-03-04 18:45:00,Boeing 737,160,Completed,14325.66,4952.36,2191.4,949.93
F000931,R002,2025-03-04 10:30:00,Boeing 737,160,Completed,14428.74,5031.43,2114.44,732.82
F000932,R002,2025-03-04 18:30:00,Boeing 737,160,Completed,14859.62,5143.07,2603.87,1145.92
F000933,R003,2025-03-04 06:30:00,Boeing 737,160,Completed,10445.23,3538.84,2932.75,1041.83
F000934,R004,2025-03-04 22:15:00,Airbus A320,180,Completed,10158.36,3514.29,2487.38,1031.86
F000935,R005,2025-03-04 14:15:00,Boeing 737,160,Completed,3482.42,1228.26,2369.33,584.65
F000936,R006,2025-03-04 18:00:00,Airbus A320,180,Completed,3503.51,1131.36,2155.53,914.94
F000937,R006,2025-03-04 22:30:00,Airbus A320,180,Completed,3108.34,1142.22,1649.0,668.16
F000938,R007,2025-03-04 11:30:00,Boeing 737,160,Completed,3281.7,1339.97,2517.91,558.91
F000939,R008,2025-03-04 11:00:00,Boeing 737,160,Completed,3383.09,1230.56,1713.69,1393.01
F000940,R008,2025-03-04 14:45:00,Boeing 737,160,Completed,3209.53,1248.62,2395.51,736.49
F000941,R009,2025-03-04 09:30:00,Boeing 737,160,Completed,991.13,375.99,1598.19,528.91
F000942,R009,2025-03-04 13:00:00,Airbus A320,180,Completed,1039.62,377.22,1652.26,1262.98
F000943,R010,2025-03-04 15:45:00,Airbus A320,180,Completed,942.91,379.08,1805.19,1467.91
F000944,R001,2025-03-05 11:15:00,Airbus A320,180,Completed,14868.53,4977.3,1562.69,1312.64
F000945,R001,2025-03-05 15:15:00,Boeing 737,160,Completed,12415.08,5158.8,1909.95,750.89
F000946,R002,2025-03-05 17:15:00,Airbus A320,180,Completed,12375.08,5068.4,2344.62,800.64
F000947,R002,2025-03-05 18:00:00,Boeing 737,160,Completed,14225.26,5196.92,2817.42,710.85
F000948,R003,2025-03-05 16:30:00,Airbus A320,180,Completed,9692.08,3751.91,1982.46,710.62
F000949,R003,2025-03-05 16:00:00,Boeing 737,160,Completed,10450.37,3508.16,2214.79,1401.44
F000950,R004,2025-03-05 19:45:00,Airbus A320,180,Completed,10230.43,3798.07,2473.65,577.52
F000951,R005,2025-03-05 20:00:00,Airbus A320,180,Completed,3575.43,1173.31,2401.97,886.75
F000952,R006,2025-03-05 09:45:00,Airbus A320,180,Delayed,3552.04,1181.42,1832.28,519.78
F000953,R007,2025-03-05 17:15:00,Boeing 737,160,Completed,3748.51,1298.06,2712.62,721.15
F000954,R007,2025-03-05 21:30:00,Boeing 737,160,Cancelled,3370.91,1333.86,2560.45,709.09
F000955,R008,2025-03-05 18:00:00,Airbus A320,180,Delayed,3574.22,1281.23,2327.68,1159.84
F000956,R009,2025-03-05 08:15:00,Boeing 737,160,Completed,951.86,390.22,2783.22,1381.0
F000957,R010,2025-03-05 12:00:00,Airbus A320,180,Completed,1065.67,388.33,1502.93,927.11
F000958,R010,2025-03-05 07:30:00,Airbus A320,180,Completed,1099.33,370.52,1682.58,1018.3
F000959,R001,2025-03-06 17:00:00,Boeing 737,160,Completed,12379.11,5157.1,2298.62,816.24
F000960,R001,2025-03-06 18:15:00,Airbus A320,180,Completed,12473.97,4985.55,1538.06,1237.44
F000961,R002,2025-03-06 08:15:00,Boeing 737,160,Completed,12699.05,4856.35,2438.99,596.73
F000962,R002,2025-03-06 21:45:00,Boeing 737,160,Completed,13864.42,5012.52,2001.45,750.41
F000963,R003,2025-03-06 21:15:00,Airbus A320,180,Completed,10828.21,3810.75,2279.51,736.74
F000964,R004,2025-03-06 20:00:00,Airbus A320,180,Completed,10313.28,3538.98,1591.03,533.34
F000965,R005,2025-03-06 08:15:00,Boeing 737,160,Completed,3540.85,1181.1,1952.21,1126.19
F000966,R005,2025-03-06 08:00:00,Boeing 737,160,Completed,3305.72,1163.64,2072.18,595.83
F000967,R006,2025-03-06 13:00:00,Airbus A320,180,Completed,3191.15,1223.07,2819.91,1119.23
F000968,R006,2025-03-06 16:00:00,Airbus A320,180,Completed,3278.25,1198.43,1662.01,512.29
F000969,R007,2025-03-06 12:15:00,Airbus A320,180,Completed,3423.54,1279.62,2431.28,685.92
F000970,R008,2025-03-06 07:00:00,Boeing 737,160,Completed,3392.71,1273.78,2939.61,1254.37
F000971,R009,2025-03-06 10:15:00,Airbus A320,180,Completed,989.14,368.12,2053.24,508.08
F000972,R009,2025-03-06 10:00:00,Boeing 737,160,Completed,1029.96,386.54,2788.05,922.06
F000973,R010,2025-03-06 12:15:00,Boeing 737,160,Completed,995.91,380.28,2542.17,1481.92
F000974,R001,2025-03-07 16:30:00,Airbus A320,180,Cancelled,13145.92,4754.4,2814.16,1410.54
F000975,R001,2025-03-07 21:15:00,Boeing 737,160,Completed,13990.29,5045.64,2199.81,713.14
F000976,R002,2025-03-07 16:45:00,Boeing 737,160,Completed,13341.1,5111.41,1510.09,509.89
F000977,R002,2025-03-07 17:00:00,Boeing 737,160,Delayed,12638.94,4920.5,2447.0,1412.71
F000978,R003,2025-03-07 07:00:00,Boeing 737,160,Cancelled,9539.4,3571.69,2828.07,1218.84
F000979,R003,2025-03-07 16:15:00,Boeing 737,160,Completed,9535.67,3572.41,1892.68,601.19
F000980,R004,2025-03-07 18:00:00,Airbus A320,180,Completed,11038.57,3620.03,1860.22,1309.49
F000981,R005,2025-03-07 22:45:00,Boeing 737,160,Completed,3017.72,1233.47,1696.19,689.64
F000982,R006,2025-03-07 17:30:00,Airbus A320,180,Completed,3578.66,1157.65,1569.29,1116.03
F000983,R006,2025-03-07 12:30:00,Boeing 737,160,Completed,3154.41,1134.93,2693.42,1372.85
F000984,R007,2025-03-07 12:00:00,Airbus A320,180,Completed,3730.68,1296.73,1751.15,888.12
F000985,R007,2025-03-07 22:30:00,Airbus A320,180,Completed,3538.82,1240.85,2568.73,1025.48
F000986,R008,2025-03-07 21:45:00,Airbus A320,180,Completed,3582.74,1299.71,2685.94,1149.74
F000987,R008,2025-03-07 12:15:00,Boeing 737,160,Completed,3491.71,1247.95,1827.89,925.02
F000988,R009,2025-03-07 11:30:00,Airbus A320,180,Completed,1038.9,360.32,1626.04,944.51
F000989,R009,2025-03-07 17:15:00,Boeing 737,160,Completed,1021.35,378.53,2139.15,967.55
F000990,R010,2025-03-07 17:45:00,Airbus A320,180,Completed,981.81,356.22,2162.53,765.62
F000991,R010,2025-03-07 08:30:00,Boeing 737,160,Completed,986.23,374.07,2319.98,578.16
F000992,R001,2025-03-08 13:00:00,Boeing 737,160,Completed,12445.5,4721.45,1800.46,696.65
F000993,R001,2025-03-08 16:30:00,Airbus A320,180,Completed,14280.09,5082.9,2768.17,690.64
F000994,R002,2025-03-08 14:00:00,Airbus A320,180,Completed,13018.57,4874.08,2995.26,1445.82
F000995,R003,2025-03-08 21:15:00,Airbus A320,180,Completed,9599.82,3774.46,1814.81,733.72
F000996,R004,2025-03-08 20:30:00,Boeing 737,160,Completed,9773.43,3576.75,2655.2,1197.94
F000997,R004,2025-03-08 12:45:00,Airbus A320,180,Cancelled,10869.69,3518.51,1708.43,1373.75
F000998,R005,2025-03-08 06:45:00,Airbus A320,180,Completed,3162.34,1178.39,2528.64,903.37
F000999,R005,2025-03-08 15:30:00,Boeing 737,160,Completed,3311.16,1132.43,1708.7,1477.24
F001000,R006,2025-03-08 18:45:00,Boeing 737,160,Completed,3560.18,1136.17,2079.65,974.78
F001001,R006,2025-03-08 16:45:00,Airbus A320,180,Completed,3001.22,1140.99,2329.36,532.06
F001002,R007,2025-03-08 06:15:00,Boeing 737,160,Completed,3221.95,1341.36,1925.73,733.04
F001003,R007,2025-03-08 22:00:00,Airbus A320,180,Completed,3213.46,1284.38,1757.74,1359.71
F001004,R008,2025-03-08 18:15:00,Boeing 737,160,Completed,3264.0,1271.54,2614.71,888.99
F001005,R008,2025-03-08 12:15:00,Boeing 737,160,Completed,3391.36,1322.75,2497.19,658.78
F001006,R009,2025-03-08 12:45:00,Airbus A320,180,Completed,967.14,392.37,2168.6,1324.58
F001007,R009,2025-03-08 13:30:00,Airbus A320,180,Completed,1020.31,376.85,2605.94,787.91
F001008,R010,2025-03-08 17:30:00,Airbus A320,180,Completed,1051.75,385.59,1762.69,749.13
F001009,R010,2025-03-08 19:45:00,Airbus A320,180,Completed,1113.01,362.16,2352.92,893.55
F001010,R001,2025-03-09 13:15:00,Airbus A320,180,Completed,14654.01,4968.68,2499.99,566.74
F001011,R002,2025-03-09 21:45:00,Boeing 737,160,Completed,14961.0,4740.38,1657.84,1266.54
F001012,R003,2025-03-09 19:45:00,Boeing 737,160,Completed,9650.97,3694.24,2193.25,573.2
F001013,R003,2025-03-09 20:45:00,Airbus A320,180,Completed,10652.44,3823.35,2095.01,510.74
F001014,R004,2025-03-09 10:30:00,Airbus A320,180,Completed,10122.05,3532.59,2322.64,742.29
F001015,R005,2025-03-09 10:45:00,Airbus A320,180,Completed,3490.18,1148.87,1527.1,600.52
F001016,R005,2025-03-09 15:00:00,Airbus A320,180,Completed,3050.37,1208.36,1516.82,773.25
F001017,R006,2025-03-09 17:15:00,Boeing 737,160,Completed,3407.1,1234.65,2298.45,942.06
F001018,R006,2025-03-09 07:00:00,Airbus A320,180,Cancelled,3391.37,1181.35,2397.31,548.66
F001019,R007,2025-03-09 12:15:00,Airbus A320,180,Completed,3813.71,1243.54,1524.06,527.94
F001020,R007,2025-03-09 06:30:00,Boeing 737,160,Completed,3652.39,1226.0,2938.12,596.6
F001021,R008,2025-03-09 11:00:00,Airbus A320,180,Completed,3534.31,1322.46,1984.02,1126.79
F001022,R009,2025-03-09 18:45:00,Boeing 737,160,Delayed,973.46,359.26,1985.05,514.99
F001023,R010,2025-03-09 06:45:00,Boeing 737,160,Completed,1020.02,357.77,2722.63,1149.94
F001024,R010,2025-03-09 17:00:00,Boeing 737,160,Completed,1107.79,370.68,2651.32,999.58
F001025,R001,2025-03-10 11:30:00,Boeing 737,160,Completed,13884.39,5188.3,2544.47,1177.9
F001026,R002,2025-03-10 16:15:00,Airbus A320,180,Completed,14913.91,5032.35,1601.27,517.65
F001027,R003,2025-03-10 18:15:00,Boeing 737,160,Completed,9610.03,3734.96,2845.17,808.85
F001028,R003,2025-03-10 19:15:00,Boeing 737,160,Completed,9259.38,3645.67,1944.92,651.67
F001029,R004,2025-03-10 07:15:00,Airbus A320,180,Completed,10638.83,3628.75,1917.19,1143.6
F001030,R005,2025-03-10 22:45:00,Airbus A320,180,Completed,3430.71,1155.81,2599.31,842.73
F001031,R006,2025-03-10 07:15:00,Boeing 737,160,Completed,3337.61,1173.92,1982.46,942.36
F001032,R007,2025-03-10 08:45:00,Boeing 737,160,Completed,3845.38,1224.58,2988.02,1438.27
F001033,R008,2025-03-10 08:15:00,Boeing 737,160,Completed,3339.57,1227.92,2587.48,811.46
F001034,R009,2025-03-10 13:45:00,Boeing 737,160,Completed,1050.27,366.64,2364.63,1467.73
F001035,R010,2025-03-10 14:45:00,Boeing 737,160,Completed,1121.27,368.75,2066.58,970.71
F001036,R001,2025-03-11 22:45:00,Boeing 737,160,Completed,14482.62,5095.31,1529.72,881.42
F001037,R001,2025-03-11 08:30:00,Boeing 737,160,Delayed,13756.39,4789.47,2070.68,805.85
F001038,R002,2025-03-11 18:45:00,Boeing 737,160,Completed,13158.48,5056.36,1793.57,1416.13
F001039,R002,2025-03-11 06:00:00,Airbus A320,180,Completed,13589.23,5160.72,2910.43,1470.49
F001040,R003,2025-03-11 18:45:00,Airbus A320,180,Completed,10439.41,3724.6,2113.18,538.83
F001041,R003,2025-03-11 09:45:00,Boeing 737,160,Completed,9532.1,3668.48,1882.89,1413.09
F001042,R004,2025-03-11 22:45:00,Airbus A320,180,Completed,10551.92,3747.71,2889.78,1235.66
F001043,R004,2025-03-11 13:45:00,Boeing 737,160,Completed,11008.83,3640.83,2559.84,528.26
F001044,R005,2025-03-11 14:45:00,Boeing 737,160,Completed,3106.45,1200.14,2927.67,1341.52
F001045,R006,2025-03-11 09:00:00,Airbus A320,180,Cancelled,3200.14,1198.24,2851.49,1018.54
F001046,R007,2025-03-11 19:15:00,Airbus A320,180,Delayed,3351.25,1256.64,2951.53,1158.49
F001047,R008,2025-03-11 15:45:00,Boeing 737,160,Completed,3250.0,1291.31,2696.3,1314.23
F001048,R008,2025-03-11 14:15:00,Airbus A320,180,Completed,3665.82,1218.72,1752.6,991.72
F001049,R009,2025-03-11 08:45:00,Airbus A320,180,Completed,1060.29,382.72,1755.95,874.65
F001050,R010,2025-03-11 12:45:00,Boeing 737,160,Completed,1029.04,359.42,2350.64,712.57
F001051,R001,2025-03-12 07:15:00,Boeing 737,160,Completed,12957.34,5149.13,2113.19,1126.84
F001052,R002,2025-03-12 11:00:00,Airbus A320,180,Completed,12484.59,4764.22,1596.39,529.67
F001053,R003,2025-03-12 21:45:00,Boeing 737,160,Completed,9157.0,3605.64,2932.82,1165.32
F001054,R004,2025-03-12 09:15:00,Boeing 737,160,Completed,9900.53,3699.41,2943.09,765.84
F001055,R005,2025-03-12 21:30:00,Airbus A320,180,Completed,3160.2,1209.6,2014.62,815.22
F001056,R005,2025-03-12 13:30:00,Airbus A320,180,Completed,3187.57,1135.4,2034.04,830.26
F001057,R006,2025-03-12 06:45:00,Airbus A320,180,Completed,3414.16,1234.09,1708.29,1101.91
F001058,R007,2025-03-12 13:30:00,Airbus A320,180,Completed,3608.95,1302.37,2212.8,913.13
F001059,R007,2025-03-12 12:00:00,Airbus A320,180,Completed,3184.68,1264.08,1568.63,1307.56
F001060,R008,2025-03-12 20:15:00,Airbus A320,180,Completed,3455.11,1296.43,1622.05,927.92
F001061,R008,2025-03-12 21:00:00,Airbus A320,180,Completed,3380.15,1242.91,1714.74,1020.05
F001062,R009,2025-03-12 10:45:00,Boeing 737,160,Completed,987.64,380.47,2323.12,1374.79
F001063,R010,2025-03-12 20:00:00,Airbus A320,180,Completed,1061.96,364.31,1817.46,1253.25
F001064,R001,2025-03-13 09:45:00,Boeing 737,160,Completed,12687.49,5162.34,2853.97,1266.31
F001065,R002,2025-03-13 14:45:00,Boeing 737,160,Completed,14063.01,5159.25,2450.32,991.96
F001066,R003,2025-03-13 13:00:00,Airbus A320,180,Completed,9903.26,3772.28,2604.0,881.65
F001067,R003,2025-03-13 19:15:00,Boeing 737,160,Completed,9663.82,3614.83,1667.07,840.24
F001068,R004,2025-03-13 09:30:00,Boeing 737,160,Delayed,10870.47,3859.64,2365.38,501.68
F001069,R005,2025-03-13 12:45:00,Airbus A320,180,Completed,3149.15,1171.96,2518.95,1296.57
F001070,R006,2025-03-13 09:45:00,Boeing 737,160,Completed,3292.02,1183.32,1717.05,1442.89
F001071,R007,2025-03-13 21:45:00,Boeing 737,160,Completed,3597.04,1236.6,2498.03,1301.29
F001072,R008,2025-03-13 16:30:00,Boeing 737,160,Completed,3365.76,1326.57,2360.96,1131.08
F001073,R009,2025-03-13 21:30:00,Airbus A320,180,Completed,937.75,385.6,1729.05,1216.77
F001074,R010,2025-03-13 07:15:00,Airbus A320,180,Completed,1075.28,366.49,2722.52,1412.38
F001075,R001,2025-03-14 06:45:00,Airbus A320,180,Completed,13401.34,4936.84,2022.46,891.36
F001076,R002,2025-03-14 22:30:00,Airbus A320,180,Completed,14147.13,4799.07,2784.38,893.77
F001077,R003,2025-03-14 16:00:00,Airbus A320,180,Completed,10066.77,3567.84,1706.34,1195.96
F001078,R004,2025-03-14 10:15:00,Boeing 737,160,Completed,10771.03,3579.64,2476.86,862.23
F001079,R004,2025-03-14 09:15:00,Airbus A320,180,Completed,11067.58,3665.09,2762.49,1425.99
F001080,R005,2025-03-14 17:45:00,Boeing 737,160,Completed,3557.8,1142.54,2273.15,838.49
F001081,R006,2025-03-14 10:45:00,Boeing 737,160,Completed,2962.51,1157.21,2232.94,1187.98
F001082,R006,2025-03-14 11:45:00,Boeing 737,160,Completed,3448.47,1231.35,2475.47,775.22
F001083,R007,2025-03-14 17:00:00,Boeing 737,160,Completed,3255.18,1233.55,2462.11,1408.48
F001084,R007,2025-03-14 13:00:00,Airbus A320,180,Completed,3365.95,1313.46,2691.52,681.1
F001085,R008,2025-03-14 19:30:00,Boeing 737,160,Delayed,3243.07,1226.04,2863.32,1295.22
F001086,R008,2025-03-14 11:45:00,Boeing 737,160,Completed,3450.62,1322.7,2675.21,1030.09
F001087,R009,2025-03-14 22:00:00,Boeing 737,160,Completed,1124.29,388.87,1771.0,1099.1
F001088,R010,2025-03-14 06:45:00,Airbus A320,180,Completed,950.96,360.12,1809.34,661.21
F001089,R001,2025-03-15 07:00:00,Boeing 737,160,Completed,13629.24,4882.46,2316.64,923.05
F001090,R001,2025-03-15 06:15:00,Airbus A320,180,Completed,12376.94,5170.67,2856.93,793.4
F001091,R002,2025-03-15 10:45:00,Airbus A320,180,Completed,13674.21,5190.58,2028.18,1038.21
F001092,R002,2025-03-15 12:00:00,Boeing 737,160,Completed,12896.76,4795.6,1949.56,1332.63
F001093,R003,2025-03-15 12:30:00,Airbus A320,180,Completed,9398.62,3737.16,1611.54,754.97
F001094,R004,2025-03-15 11:45:00,Airbus A320,180,Completed,9306.76,3601.24,2138.02,1194.52
F001095,R004,2025-03-15 12:00:00,Airbus A320,180,Completed,11158.88,3764.66,1788.94,872.14
F001096,R005,2025-03-15 19:15:00,Airbus A320,180,Completed,3588.77,1180.11,1538.86,1103.61
F001097,R006,2025-03-15 14:00:00,Boeing 737,160,Completed,3387.21,1176.93,1994.04,588.97
F001098,R007,2025-03-15 14:15:00,Boeing 737,160,Completed,3365.9,1230.46,2969.23,722.23
F001099,R007,2025-03-15 09:00:00,Boeing 737,160,Completed,3544.17,1330.14,2383.24,1306.8
F001100,R008,2025-03-15 22:30:00,Airbus A320,180,Completed,3561.84,1295.78,2844.86,670.75
F001101,R009,2025-03-15 11:30:00,Airbus A320,180,Completed,1023.74,360.07,1514.25,1013.57
F001102,R009,2025-03-15 10:15:00,Boeing 737,160,Completed,1003.57,382.8,1579.3,1225.42
F001103,R010,2025-03-15 13:45:00,Airbus A320,180,Completed,963.31,392.19,2697.7,1002.23
F001104,R010,2025-03-15 14:45:00,Boeing 737,160,Completed,988.43,387.39,2921.18,906.51
F001105,R001,2025-03-16 08:00:00,Boeing 737,160,Completed,14238.55,5170.21,1747.67,557.41
F001106,R001,2025-03-16 15:45:00,Boeing 737,160,Completed,14870.75,4912.37,2263.02,1230.8
F001107,R002,2025-03-16 21:00:00,Airbus A320,180,Completed,12289.09,4796.64,2747.1,507.29
F001108,R002,2025-03-16 19:30:00,Boeing 737,160,Delayed,14958.02,5029.78,2880.69,1499.17
F001109,R003,2025-03-16 20:15:00,Boeing 737,160,Completed,9492.68,3642.92,1699.98,853.29
F001110,R004,2025-03-16 19:45:00,Airbus A320,180,Completed,9483.88,3865.42,2006.94,1179.06
F001111,R005,2025-03-16 15:30:00,Airbus A320,180,Completed,3132.1,1153.91,2607.04,1068.84
F001112,R006,2025-03-16 15:00:00,Airbus A320,180,Completed,3523.46,1229.38,1586.25,505.89
F001113,R007,2025-03-16 16:30:00,Airbus A320,180,Completed,3248.51,1262.73,2583.65,902.07
F001114,R007,2025-03-16 06:00:00,Airbus A320,180,Cancelled,3519.89,1228.76,2271.48,653.71
F001115,R008,2025-03-16 21:00:00,Boeing 737,160,Completed,3715.49,1249.97,2206.05,874.31
F001116,R009,2025-03-16 19:15:00,Airbus A320,180,Completed,948.01,371.7,2759.04,661.83
F001117,R009,2025-03-16 17:45:00,Boeing 737,160,Completed,999.54,387.86,1797.7,689.57
F001118,R010,2025-03-16 10:45:00,Airbus A320,180,Completed,1078.68,389.0,1740.47,698.99
F001119,R001,2025-03-17 14:00:00,Airbus A320,180,Completed,13582.74,4947.81,2522.6,627.43
