CustomerID,Age,Gender,LoyaltyTier,PassengerType
C02127,22,F,None,Leisure
C02128,56,F,None,Leisure
C02129,50,M,None,Business
C02130,50,M,Silver,Business
C02131,46,M,Silver,Leisure
C02132,40,F,Gold,Business
C02133,50,F,None,Business
C02134,48,F,Silver,Business
C02135,34,M,None,Leisure
C02136,31,Other,Gold,Business
C02137,41,Other,Silver,Business
C02138,63,M,Gold,Business
C02139,21,M,None,Leisure
C02140,18,F,None,Business
C02141,42,M,None,Business
C02142,40,F,Silver,Leisure
C02143,42,M,Platinum,Business
C02144,43,F,None,Leisure
C02145,36,M,Silver,Business
C02146,62,M,None,Leisure
C02147,18,F,None,Business
C02148,27,Other,Gold,Leisure
C02149,38,F,None,Leisure
C02150,18,M,Gold,Leisure
C02151,37,M,Silver,Leisure
C02152,64,M,Gold,Leisure
C02153,40,F,Silver,Leisure
C02154,43,M,Silver,Business
C02155,21,F,Silver,Leisure
C02156,30,F,None,Business
C02157,34,M,Gold,Business
C02158,35,F,None,Leisure
C02159,59,F,None,Leisure
C02160,48,F,Silver,Leisure
C02161,23,F,Silver,Leisure
C02162,43,M,None,Leisure
C02163,47,M,None,Leisure
C02164,57,M,None,Leisure
C02165,63,M,None,Business
C02166,24,M,None,Business
C02167,27,F,None,Business
C02168,21,M,None,Leisure
C02169,36,M,None,Leisure
C02170,46,F,None,Leisure
C02171,54,F,None,Business
C02172,38,F,None,Leisure
C02173,35,M,None,Leisure
C02174,42,M,Platinum,Leisure
C02175,27,M,Silver,Leisure
C02176,71,Other,Silver,Business
C02177,18,Other,None,Leisure
C02178,42,M,Gold,Leisure
C02179,70,F,Silver,Leisure
C02180,40,F,None,Leisure
C02181,37,M,None,Leisure
C02182,34,F,None,Leisure
C02183,37,M,None,Leisure
C02184,60,M,None,Leisure
C02185,18,F,Gold,Leisure
C02186,63,F,Silver,Leisure
C02187,18,F,None,Leisure
C02188,36,F,Silver,Business
C02189,33,M,None,Business
C02190,48,M,Silver,Leisure
C02191,18,F,Gold,Business
C02192,46,M,Gold,Leisure
C02193,70,M,None,Leisure
C02194,19,M,None,Leisure
C02195,42,M,None,Business
C02196,30,M,Silver,Leisure
C02197,46,F,None,Business
C02198,40,M,None,Leisure
C02199,30,F,Silver,Business
C02200,47,M,Gold,Business
C02201,67,M,Silver,Leisure
C02202,37,M,None,Leisure
C02203,50,F,None,Leisure
C02204,20,F,Silver,Leisure
C02205,25,F,Silver,Leisure
C02206,47,F,None,Business
C02207,62,M,Silver,Leisure
C02208,45,F,None,Business
C02209,35,F,Silver,Business
C02210,39,M,None,Leisure
C02211,21,F,Gold,Leisure
C02212,49,M,None,Leisure
C02213,53,M,Silver,Leisure
C02214,33,M,None,Business
C02215,32,M,Gold,Leisure
C02216,43,F,Platinum,Leisure
C02217,33,M,None,Leisure
C02218,39,F,None,Leisure
C02219,71,Other,None,Business
C02220,36,F,Platinum,Business
C02221,34,F,Silver,Leisure
C02222,30,M,Platinum,Leisure
C02223,51,F,Gold,Leisure
C02224,37,M,Silver,Leisure
C02225,30,M,None,Leisure
C02226,59,F,Gold,Leisure
C02227,61,F,Silver,Leisure
C02228,30,F,None,Leisure
C02229,18,F,None,Leisure
C02230,55,F,Platinum,Leisure
C02231,29,F,None,Business
C02232,51,F,Silver,Leisure
C02233,18,F,Silver,Leisure
C02234,53,M,None,Leisure
C02235,21,M,Platinum,Leisure
C02236,50,M,None,Leisure
C02237,40,M,Silver,Leisure
C02238,25,F,None,Business
C02239,33,M,None,Leisure
C02240,50,F,None,Leisure
C02241,41,F,Gold,Leisure
C02242,48,F,Silver,Business
C02243,69,M,Silver,Business
C02244,18,M,None,Leisure
C02245,64,M,None,Leisure
C02246,41,M,Silver,Leisure
C02247,26,F,None,Leisure
C02248,20,F,None,Leisure
C02249,37,M,None,Leisure
C02250,53,M,Silver,Leisure
C02251,38,F,None,Business
C02252,62,F,None,Business
C02253,18,F,None,Leisure
C02254,39,M,Silver,Business
C02255,21,Other,None,Leisure
C02256,45,F,None,Leisure
C02257,53,M,Gold,Leisure
C02258,33,M,None,Leisure
C02259,18,M,Platinum,Leisure
C02260,42,F,None,Leisure
C02261,46,F,None,Business
C02262,46,M,None,Leisure
C02263,58,F,Gold,Leisure
C02264,23,M,Gold,Business
C02265,50,F,Silver,Business
C02266,57,F,Silver,Business
C02267,18,M,None,Leisure
C02268,44,M,Gold,Leisure
C02269,32,F,None,Leisure
C02270,38,M,None,Leisure
C02271,45,M,Gold,Leisure
C02272,32,F,None,Business
C02273,29,Other,Gold,Leisure
C02274,40,F,None,Leisure
C02275,23,F,None,Business
C02276,23,M,None,Leisure
C02277,50,M,Silver,Leisure
C02278,22,F,None,Leisure
C02279,49,M,None,Leisure
C02280,46,M,Silver,Leisure
C02281,18,F,Gold,Business
C02282,29,M,None,Leisure
C02283,57,F,None,Leisure
C02284,25,M,None,Leisure
C02285,33,M,Silver,Business
C02286,46,F,None,Business
C02287,51,F,None,Leisure
C02288,36,M,Silver,Leisure
C02289,31,F,None,Business
C02290,61,M,None,Leisure
C02291,66,M,Silver,Business
C02292,54,F,None,Business
C02293,41,M,None,Leisure
C02294,27,F,Silver,Leisure
C02295,27,F,None,Leisure
C02296,47,F,None,Leisure
C02297,46,F,Silver,Leisure
C02298,61,F,Gold,Business
C02299,49,Other,None,Leisure
C02300,18,F,None,Leisure
C02301,55,M,None,Leisure
C02302,25,M,Silver,Leisure
C02303,34,M,Gold,Leisure
C02304,43,M,Platinum,Leisure
C02305,69,F,None,Leisure
C02306,86,F,Silver,Leisure
C02307,49,M,Gold,Leisure
C02308,37,F,Silver,Leisure
C02309,48,F,Gold,Business
C02310,53,M,None,Business
C02311,35,M,None,Business
C02312,66,M,None,Business
C02313,43,M,None,Business
C02314,47,F,None,Leisure
C02315,49,F,Silver,Business
C02316,46,M,None,Leisure
C02317,52,M,Gold,Leisure
C02318,30,F,None,Leisure
C02319,31,F,None,Business
C02320,23,M,None,Leisure
C02321,46,F,Platinum,Leisure
C02322,51,F,Platinum,Business
C02323,46,F,Silver,Leisure
C02324,65,F,None,Business
C02325,39,M,None,Leisure
C02326,50,F,Platinum,Leisure
C02327,23,M,Silver,Leisure
C02328,34,F,Silver,Business
C02329,50,M,Gold,Business
C02330,52,F,Silver,Business
C02331,35,M,None,Business
C02332,38,F,None,Leisure
C02333,18,F,None,Leisure
C02334,34,F,None,Leisure
C02335,53,F,Platinum,Leisure
C02336,48,F,None,Leisure
C02337,47,F,None,Leisure
C02338,40,M,None,Leisure
C02339,40,F,None,Leisure
C02340,30,F,None,Leisure
C02341,50,M,Silver,Business
C02342,46,Other,None,Leisure
C02343,47,M,None,Leisure
C02344,32,M,Gold,Leisure
C02345,18,M,Silver,Business
C02346,56,M,None,Leisure
C02347,32,M,None,Leisure
C02348,27,M,None,Leisure
C02349,50,M,None,Business
C02350,34,F,None,Business
C02351,55,M,Silver,Leisure
C02352,49,F,None,Business
C02353,50,M,None,Business
C02354,19,F,None,Leisure
C02355,58,F,Gold,Leisure
C02356,43,F,Silver,Leisure
C02357,34,F,None,Leisure
C02358,42,F,None,Leisure
C02359,18,M,Gold,Business
C02360,46,M,None,Business
C02361,24,F,None,Leisure
C02362,19,M,None,Business
C02363,18,F,Silver,Leisure
C02364,56,Other,None,Leisure
C02365,30,M,Gold,Leisure
C02366,63,F,None,Leisure
C02367,31,F,None,Leisure
C02368,18,F,None,Leisure
C02369,23,F,Platinum,Leisure
C02370,58,F,None,Business
C02371,37,F,None,Business
C02372,31,M,None,Leisure
C02373,42,Other,None,Business
C02374,47,M,Silver,Leisure
C02375,56,M,None,Business
C02376,61,M,None,Leisure
C02377,34,M,Silver,Leisure
C02378,20,F,None,Business
C02379,33,M,Platinum,Business
C02380,43,M,None,Business
C02381,25,M,None,Business
C02382,25,M,None,Leisure
C02383,45,M,Silver,Leisure
C02384,39,F,None,Leisure
C02385,40,F,Silver,Business
C02386,28,M,Silver,Leisure
C02387,36,F,Platinum,Leisure
C02388,26,F,None,Business
C02389,53,M,None,Leisure
C02390,55,M,Silver,Business
C02391,18,F,None,Business
C02392,26,M,Silver,Leisure
C02393,18,F,None,Business
C02394,30,M,None,Business
C02395,38,F,None,Leisure
C02396,18,M,None,Leisure
C02397,26,Other,Silver,Leisure
C02398,24,F,Platinum,Leisure
C02399,43,M,Silver,Leisure
C02400,41,F,None,Leisure
C02401,29,F,None,Leisure
C02402,42,M,None,Business
C02403,31,F,None,Leisure
C02404,35,M,Gold,Business
C02405,65,M,None,Business
C02406,60,M,None,Leisure
C02407,20,F,None,Leisure
C02408,52,Other,Silver,Business
C02409,52,F,Silver,Leisure
C02410,22,M,None,Leisure
C02411,52,Other,None,Business
C02412,63,M,Silver,Business
C02413,23,M,None,Business
C02414,26,M,None,Business
C02415,55,Other,Silver,Leisure
C02416,44,F,None,Leisure
C02417,48,M,None,Leisure
C02418,45,F,None,Business
C02419,45,M,Gold,Leisure
C02420,20,M,None,Business
C02421,55,M,Silver,Leisure
C02422,57,M,None,Business
C02423,36,M,None,Leisure
C02424,39,F,None,Leisure
C02425,18,M,Gold,Business
C02426,47,F,Gold,Leisure
C02427,48,F,None,Business
C02428,39,F,None,Leisure
C02429,56,M,Silver,Leisure
C02430,34,M,None,Business
C02431,48,M,Gold,Leisure
C02432,24,M,None,Business
C02433,39,F,Gold,Leisure
C02434,37,F,None,Business
C02435,43,M,Silver,Business
C02436,34,F,None,Business
C02437,38,M,None,Leisure
C02438,52,M,None,Leisure
C02439,33,F,None,Business
C02440,18,F,None,Leisure
C02441,66,M,Silver,Business
C02442,60,F,None,Business
C02443,20,F,None,Business
C02444,50,M,None,Business
C02445,32,F,None,Leisure
C02446,43,M,None,Leisure
C02447,44,M,None,Leisure
C02448,36,F,None,Leisure
C02449,28,F,Silver,Leisure
C02450,29,M,None,Business
C02451,26,F,None,Business
C02452,27,M,None,Leisure
C02453,38,M,None,Leisure
C02454,29,M,None,Business
C02455,50,F,None,Leisure
C02456,62,M,None,Leisure
C02457,31,M,Gold,Leisure
C02458,43,M,None,Leisure
C02459,47,M,None,Leisure
C02460,47,M,Gold,Leisure
C02461,41,M,Silver,Leisure
C02462,51,Other,Platinum,Business
C02463,47,F,Silver,Leisure
C02464,21,M,Silver,Leisure
C02465,53,M,None,Leisure
C02466,53,M,Silver,Business
C02467,28,M,None,Leisure
C02468,40,F,None,Leisure
C02469,50,F,None,Leisure
C02470,36,M,Silver,Leisure
C02471,56,F,None,Leisure
C02472,75,F,None,Leisure
C02473,28,F,None,Business
C02474,19,M,None,Leisure
C02475,44,M,Gold,Leisure
C02476,50,M,Silver,Business
C02477,36,M,None,Business
C02478,61,F,None,Leisure
C02479,19,F,None,Business
C02480,50,M,Silver,Leisure
C02481,30,M,None,Business
C02482,65,F,None,Leisure
C02483,69,F,Silver,Leisure
C02484,28,F,Silver,Business
C02485,31,F,Gold,Leisure
C02486,52,F,None,Leisure
C02487,34,M,Gold,Leisure
C02488,39,F,Gold,Leisure
C02489,40,M,None,Leisure
C02490,18,M,Silver,Leisure
C02491,39,M,Silver,Leisure
C02492,29,M,None,Leisure
C02493,32,M,None,Business
C02494,61,F,Platinum,Leisure
C02495,21,F,Platinum,Business
C02496,52,M,Silver,Leisure
C02497,35,M,Gold,Business
C02498,35,F,None,Leisure
C02499,51,M,None,Business
C02500,45,F,Platinum,Leisure
C02501,48,M,Gold,Leisure
C02502,54,F,None,Leisure
C02503,35,M,None,Leisure
C02504,30,M,None,Leisure
C02505,23,F,None,Leisure
C02506,27,F,None,Business
C02507,84,M,None,Leisure
C02508,58,F,Platinum,Leisure
C02509,19,M,None,Leisure
C02510,20,M,None,Leisure
C02511,47,F,None,Leisure
C02512,48,M,None,Business
C02513,48,Other,None,Business
C02514,36,M,Silver,Business
C02515,38,F,None,Leisure
C02516,44,M,Silver,Leisure
C02517,41,M,None,Business
C02518,18,F,Silver,Leisure
C02519,36,M,Gold,Business
C02520,27,F,None,Business
C02521,42,M,Platinum,Leisure
C02522,84,M,Silver,Leisure
C02523,45,M,Silver,Leisure
C02524,35,F,None,Business
C02525,53,F,None,Business
C02526,47,M,Gold,Leisure
C02527,46,F,Platinum,Leisure
C02528,49,F,Gold,Business
C02529,70,F,None,Leisure
C02530,23,M,None,Business
C02531,47,F,None,Business
C02532,26,M,None,Business
C02533,48,M,None,Leisure
C02534,26,F,Gold,Leisure
C02535,33,F,None,Leisure
C02536,35,F,Gold,Business
C02537,54,M,Silver,Business
C02538,53,F,None,Leisure
C02539,21,M,Silver,Leisure
C02540,40,F,Platinum,Leisure
C02541,29,M,None,Leisure
C02542,21,M,None,Business
C02543,36,F,None,Leisure
C02544,35,M,Silver,Leisure
C02545,76,F,Platinum,Business
C02546,46,M,None,Business
C02547,19,F,Silver,Business
C02548,31,M,None,Business
C02549,55,F,Silver,Business
C02550,71,M,Silver,Leisure
C02551,18,F,None,Business
C02552,18,M,Silver,Business
C02553,68,M,None,Leisure
C02554,45,F,None,Leisure
C02555,26,M,Gold,Leisure
C02556,48,F,None,Leisure
C02557,18,M,None,Leisure
C02558,40,M,Silver,Leisure
C02559,44,M,None,Leisure
C02560,53,F,None,Business
C02561,24,F,Gold,Leisure
C02562,41,F,None,Leisure
C02563,26,F,Silver,Leisure
C02564,43,F,None,Leisure
C02565,26,F,None,Leisure
C02566,33,F,None,Leisure
C02567,25,M,None,Business
C02568,49,M,None,Business
C02569,52,M,None,Leisure
C02570,36,F,Silver,Leisure
C02571,40,F,Gold,Leisure
C02572,18,F,None,Leisure
C02573,35,M,None,Leisure
C02574,39,M,None,Business
C02575,79,F,None,Leisure
C02576,23,M,None,Leisure
C02577,61,F,Gold,Leisure
C02578,54,F,Gold,Business
C02579,44,M,None,Business
C02580,66,F,Gold,Business
C02581,45,M,Gold,Leisure
C02582,45,F,Silver,Leisure
C02583,39,F,Gold,Leisure
C02584,58,M,None,Leisure
C02585,56,F,Platinum,Leisure
C02586,30,F,Silver,Business
C02587,20,F,None,Leisure
C02588,36,F,None,Leisure
C02589,27,F,None,Leisure
C02590,39,F,Silver,Leisure
C02591,58,M,Gold,Leisure
C02592,33,M,None,Leisure
C02593,39,M,Silver,Business
C02594,40,F,None,Leisure
C02595,52,F,None,Leisure
C02596,18,M,Gold,Business
C02597,30,M,None,Leisure
C02598,43,M,None,Business
C02599,58,F,None,Leisure
C02600,32,F,Platinum,Leisure
C02601,18,F,Silver,Business
C02602,49,F,None,Leisure
C02603,30,M,None,Leisure
C02604,22,F,Silver,Leisure
C02605,30,F,None,Business
C02606,37,F,Silver,Leisure
C02607,30,F,None,Leisure
C02608,18,F,None,Leisure
C02609,53,M,None,Business
C02610,59,F,None,Leisure
C02611,49,M,None,Leisure
C02612,22,F,None,Leisure
C02613,36,M,Platinum,Leisure
C02614,39,M,Platinum,Leisure
C02615,48,F,None,Leisure
C02616,50,M,Silver,Business
C02617,28,M,None,Business
C02618,41,M,Platinum,Leisure
C02619,46,F,None,Business
C02620,61,F,None,Leisure
C02621,50,M,None,Leisure
C02622,51,F,None,Leisure
C02623,41,F,None,Leisure
C02624,61,M,Gold,Leisure
C02625,46,F,None,Leisure
C02626,27,F,Platinum,Leisure
C02627,61,M,None,Leisure
C02628,50,F,None,Leisure
C02629,33,M,None,Leisure
C02630,32,F,None,Leisure
C02631,44,M,Silver,Leisure
C02632,46,F,None,Business
C02633,42,M,Silver,Leisure
C02634,44,F,None,Leisure
C02635,65,F,Gold,Leisure
C02636,56,F,Gold,Leisure
C02637,42,F,Gold,Business
C02638,54,M,Silver,Leisure
C02639,24,F,Silver,Leisure
C02640,45,F,Gold,Leisure
C02641,67,M,Gold,Leisure
C02642,36,M,None,Business
C02643,27,F,Silver,Business
C02644,30,M,Gold,Leisure
C02645,23,F,Silver,Leisure
C02646,28,F,None,Leisure
C02647,34,F,Silver,Leisure
C02648,18,M,None,Business
C02649,40,M,Silver,Leisure
C02650,53,F,Silver,Leisure
C02651,26,F,None,Leisure
C02652,62,F,None,Leisure
C02653,47,M,Gold,Leisure
C02654,55,F,None,Business
C02655,30,F,None,Leisure
C02656,52,M,None,Leisure
C02657,23,F,None,Leisure
C02658,53,M,None,Business
C02659,42,F,None,Leisure
C02660,48,M,None,Leisure
C02661,22,M,None,Leisure
C02662,26,F,Platinum,Leisure
C02663,48,M,None,Business
C02664,25,M,None,Leisure
C02665,46,M,None,Leisure
C02666,19,F,Gold,Business
C02667,52,M,Silver,Leisure
C02668,21,M,None,Business
C02669,48,F,Silver,Business
C02670,49,M,None,Leisure
C02671,29,M,Gold,Leisure
C02672,48,M,Silver,Leisure
C02673,43,F,Gold,Business
C02674,31,F,Gold,Leisure
C02675,24,M,None,Business
C02676,18,F,Gold,Business
C02677,45,F,Gold,Business
C02678,18,F,None,Leisure
C02679,41,F,Silver,Business
C02680,36,M,None,Leisure
C02681,50,F,None,Leisure
C02682,35,M,None,Leisure
C02683,35,F,None,Business
C02684,50,F,Silver,Business
C02685,45,F,Silver,Business
C02686,44,M,None,Leisure
C02687,47,M,None,Business
C02688,18,M,Silver,Leisure
C02689,51,Other,None,Leisure
C02690,49,M,None,Leisure
C02691,24,F,Gold,Leisure
C02692,36,M,None,Leisure
C02693,39,M,Platinum,Leisure
C02694,37,M,Silver,Leisure
C02695,45,F,None,Leisure
C02696,61,F,None,Leisure
C02697,56,F,None,Leisure
C02698,20,F,None,Leisure
C02699,49,M,Silver,Leisure
C02700,59,F,None,Business
C02701,45,F,Gold,Leisure
C02702,56,F,None,Business
C02703,70,F,None,Leisure
C02704,55,M,Gold,Leisure
C02705,43,F,None,Leisure
C02706,55,Other,Silver,Business
C02707,42,F,Gold,Leisure
C02708,40,M,None,Leisure
C02709,34,F,None,Business
C02710,63,M,None,Business
C02711,27,M,None,Leisure
C02712,62,Other,None,Leisure
C02713,47,F,Platinum,Business
C02714,19,F,None,Leisure
C02715,45,F,Gold,Leisure
C02716,18,F,None,Business
C02717,49,F,Gold,Leisure
C02718,53,M,Silver,Leisure
C02719,31,M,Gold,Leisure
C02720,41,F,Gold,Business
C02721,69,F,Gold,Leisure
C02722,32,F,None,Business
C02723,24,M,Silver,Business
C02724,62,F,None,Leisure
C02725,69,M,None,Leisure
C02726,40,M,None,Business
C02727,55,F,Gold,Leisure
C02728,60,M,None,Leisure
C02729,28,F,Gold,Leisure
C02730,32,M,Gold,Business
C02731,58,F,None,Leisure
C02732,65,F,None,Leisure
C02733,48,M,None,Leisure
C02734,26,M,Silver,Business
C02735,69,M,None,Leisure
C02736,32,F,None,Leisure
C02737,34,F,None,Business
C02738,45,M,None,Business
C02739,63,M,Gold,Leisure
C02740,52,M,None,Leisure
C02741,46,M,None,Business
C02742,46,F,Silver,Business
C02743,40,F,None,Leisure
C02744,48,M,None,Leisure
C02745,18,F,None,Leisure
C02746,35,F,None,Business
C02747,43,F,None,Business
C02748,22,F,Gold,Business
C02749,45,F,Gold,Leisure
C02750,36,F,Gold,Business
C02751,66,F,None,Leisure
C02752,63,F,Gold,Business
C02753,33,F,None,Leisure
C02754,37,M,Silver,Leisure
C02755,38,M,Silver,Leisure
C02756,33,M,None,Leisure
C02757,42,M,None,Leisure
C02758,28,F,None,Business
C02759,23,F,None,Leisure
C02760,49,F,None,Leisure
C02761,49,F,None,Business
C02762,27,M,None,Leisure
C02763,53,F,None,Business
C02764,30,M,None,Business
C02765,43,F,Gold,Leisure
C02766,52,F,Gold,Leisure
C02767,39,Other,None,Leisure
C02768,46,F,None,Leisure
C02769,32,M,Gold,Leisure
C02770,37,M,None,Business
C02771,36,F,None,Leisure
C02772,28,F,Platinum,Business
C02773,37,F,Silver,Leisure
C02774,18,M,None,Business
C02775,32,M,None,Leisure
C02776,35,M,Gold,Business
C02777,36,F,None,Leisure
C02778,36,M,None,Leisure
C02779,39,F,None,Leisure
C02780,47,M,Gold,Leisure
C02781,53,F,None,Business
C02782,30,F,None,Business
C02783,21,M,None,Leisure
C02784,24,M,None,Leisure
C02785,32,F,Silver,Leisure
C02786,34,F,Silver,Business
C02787,28,M,None,Leisure
C02788,20,F,Gold,Business
C02789,33,F,None,Leisure
C02790,42,F,None,Leisure
C02791,48,F,None,Business
C02792,31,F,None,Leisure
C02793,33,F,None,Leisure
C02794,26,F,Gold,Leisure
C02795,39,F,None,Leisure
C02796,27,M,Silver,Leisure
C02797,48,M,None,Business
C02798,18,M,None,Leisure
C02799,34,M,None,Leisure
C02800,44,M,None,Leisure
C02801,42,M,None,Business
C02802,80,M,None,Leisure
C02803,45,M,None,Business
C02804,24,M,Gold,Leisure
C02805,38,M,None,Business
C02806,18,F,None,Leisure
C02807,38,F,None,Leisure
C02808,27,F,None,Business
C02809,53,F,Gold,Business
C02810,31,M,Silver,Leisure
C02811,38,F,Silver,Leisure
C02812,30,F,None,Leisure
C02813,66,F,None,Business
C02814,35,F,None,Leisure
C02815,67,M,None,Leisure
C02816,52,F,Silver,Leisure
C02817,47,M,Platinum,Leisure
C02818,45,F,None,Leisure
C02819,45,M,None,Business
C02820,18,M,Silver,Leisure
C02821,35,F,Silver,Business
C02822,52,F,None,Leisure
C02823,39,M,None,Business
C02824,18,F,Silver,Leisure
C02825,39,M,None,Leisure
C02826,65,M,Gold,Business
C02827,58,M,Gold,Business
C02828,39,F,None,Leisure
C02829,54,F,None,Leisure
C02830,34,F,None,Business
C02831,18,F,None,Leisure
C02832,26,M,Silver,Leisure
C02833,63,M,None,Leisure
C02834,35,F,Gold,Leisure
C02835,36,M,None,Leisure
C02836,35,M,None,Leisure
C02837,68,F,None,Leisure
C02838,64,Other,Platinum,Leisure
C02839,73,M,Silver,Leisure
C02840,37,F,None,Leisure
C02841,44,M,Gold,Business
C02842,18,M,None,Leisure
C02843,62,F,Silver,Leisure
C02844,22,F,Platinum,Business
C02845,43,M,Silver,Leisure
C02846,23,F,None,Leisure
C02847,31,F,Gold,Business
C02848,27,F,None,Business
C02849,30,M,Gold,Leisure
C02850,31,M,Platinum,Leisure
C02851,31,M,None,Leisure
C02852,52,M,None,Business
C02853,23,M,Gold,Business
C02854,43,F,None,Business
C02855,58,M,Gold,Business
C02856,32,M,None,Business
C02857,29,F,None,Leisure
C02858,36,F,Silver,Business
C02859,57,F,None,Business
C02860,42,F,None,Business
C02861,32,Other,None,Leisure
C02862,47,F,None,Leisure
C02863,23,F,None,Leisure
C02864,50,F,Silver,Leisure
C02865,46,M,Silver,Leisure
C02866,35,F,None,Leisure
C02867,27,F,None,Leisure
C02868,26,M,Silver,Business
C02869,48,M,None,Leisure
C02870,58,F,None,Business
C02871,30,F,None,Leisure
C02872,46,M,Silver,Business
C02873,18,M,None,Business
C02874,31,F,None,Leisure
C02875,39,M,Silver,Leisure
C02876,26,F,Silver,Leisure
C02877,25,F,None,Business
C02878,29,M,None,Business
C02879,44,F,Gold,Leisure
C02880,37,M,None,Business
C02881,18,F,Gold,Leisure
C02882,18,M,Gold,Leisure
C02883,30,M,None,Leisure
C02884,46,M,None,Business
C02885,18,F,Gold,Leisure
C02886,32,F,None,Business
C02887,32,F,None,Leisure
C02888,60,F,Silver,Leisure
C02889,34,F,None,Business
C02890,45,M,Silver,Leisure
C02891,42,F,Silver,Business
C02892,18,M,Silver,Business
C02893,51,F,None,Leisure
C02894,43,F,None,Leisure
C02895,47,F,None,Business
C02896,90,F,None,Business
C02897,18,M,None,Leisure
C02898,65,M,None,Leisure
C02899,35,F,None,Leisure
C02900,44,M,Silver,Leisure
C02901,39,M,None,Business
C02902,33,M,None,Leisure
C02903,31,M,None,Business
C02904,44,M,Silver,Leisure
C02905,18,F,None,Business
C02906,51,F,None,Leisure
C02907,33,M,None,Leisure
C02908,23,F,Platinum,Leisure
C02909,33,M,None,Business
C02910,58,F,Silver,Business
C02911,31,F,Gold,Leisure
C02912,45,M,None,Leisure
C02913,29,M,None,Leisure
C02914,51,F,Gold,Leisure
C02915,50,M,None,Leisure
C02916,67,Other,None,Leisure
C02917,37,F,Silver,Business
C02918,50,F,None,Leisure
C02919,41,M,Platinum,Leisure
C02920,59,M,None,Leisure
C02921,29,M,Gold,Business
C02922,51,M,Platinum,Leisure
C02923,37,Other,None,Leisure
C02924,39,M,None,Business
C02925,41,M,Platinum,Leisure
C02926,43,F,Gold,Leisure
C02927,38,M,None,Business
C02928,43,M,None,Business
C02929,63,Other,Silver,Leisure
C02930,54,M,None,Leisure
C02931,53,F,None,Business
C02932,33,M,None,Business
C02933,26,F,None,Business
C02934,54,M,None,Business
C02935,53,F,None,Leisure
C02936,62,M,Silver,Business
C02937,30,M,None,Leisure
C02938,36,F,None,Leisure
C02939,18,M,Silver,Business
C02940,34,F,Gold,Leisure
C02941,54,F,Silver,Leisure
C02942,33,F,Gold,Leisure
C02943,49,M,None,Leisure
C02944,37,F,Gold,Leisure
C02945,44,F,Silver,Business
C02946,22,M,Silver,Business
C02947,41,F,None,Business
C02948,18,F,Silver,Leisure
C02949,37,M,None,Leisure
C02950,18,M,None,Leisure
C02951,58,F,Silver,Business
C02952,51,M,Silver,Business
C02953,47,F,None,Business
C02954,62,M,Silver,Leisure
C02955,25,F,Gold,Leisure
C02956,66,M,Gold,Business
C02957,53,M,Gold,Business
C02958,36,F,Gold,Leisure
C02959,57,F,None,Leisure
C02960,23,F,None,Business
C02961,27,M,None,Leisure
C02962,30,M,Gold,Business
C02963,32,M,None,Business
C02964,24,F,Gold,Leisure
C02965,58,F,None,Business
C02966,36,F,None,Leisure
C02967,45,F,None,Business
C02968,31,M,Silver,Leisure
C02969,18,F,None,Leisure
C02970,44,M,Platinum,Business
C02971,18,M,Gold,Business
C02972,38,M,None,Leisure
C02973,19,F,Silver,Business
C02974,69,M,Gold,Business
C02975,53,M,Gold,Business
C02976,41,M,None,Business
C02977,58,M,Gold,Business
C02978,27,F,None,Leisure
C02979,48,F,Gold,Business
C02980,42,F,None,Leisure
C02981,43,F,None,Business
C02982,59,M,None,Business
C02983,50,F,Gold,Business
C02984,44,F,None,Business
C02985,18,M,None,Leisure
C02986,25,M,Silver,Leisure
C02987,38,M,Gold,Leisure
C02988,41,F,None,Leisure
C02989,23,F,Silver,Leisure
C02990,76,Other,None,Leisure
C02991,62,F,None,Leisure
C02992,49,M,None,Leisure
C02993,41,F,None,Business
C02994,36,Other,None,Leisure
C02995,25,F,None,Leisure
C02996,41,M,None,Business
C02997,43,M,Gold,Leisure
C02998,21,M,Gold,Leisure
C02999,45,F,None,Leisure
C03000,37,F,Gold,Leisure
C03001,18,F,Gold,Leisure
C03002,27,M,None,Leisure
C03003,33,F,Silver,Leisure
C03004,68,M,None,Leisure
C03005,48,M,Silver,Business
C03006,19,M,None,Leisure
C03007,47,M,Gold,Business
C03008,18,Other,Gold,Leisure
C03009,56,M,None,Leisure
C03010,32,M,None,Leisure
C03011,38,F,None,Leisure
C03012,59,F,None,Leisure
C03013,20,M,None,Leisure
C03014,19,M,None,Leisure
C03015,31,F,Gold,Leisure
C03016,55,F,Gold,Leisure
C03017,18,M,None,Leisure
C03018,18,M,None,Leisure
C03019,33,F,None,Business
C03020,48,F,Silver,Business
C03021,58,F,None,Leisure
C03022,33,F,Gold,Leisure
C03023,33,F,None,Business
C03024,57,F,None,Leisure
C03025,18,F,None,Leisure
C03026,34,F,Silver,Leisure
C03027,42,F,Silver,Leisure
C03028,46,F,None,Leisure
C03029,32,F,Platinum,Leisure
C03030,40,F,None,Business
C03031,18,M,None,Leisure
C03032,30,F,None,Business
C03033,46,F,None,Leisure
C03034,25,M,None,Business
C03035,40,F,None,Business
C03036,46,M,Gold,Leisure
C03037,34,F,None,Leisure
C03038,42,F,Platinum,Business
C03039,25,F,Gold,Business
C03040,36,M,Silver,Leisure
C03041,49,F,Silver,Business
C03042,42,M,Silver,Business
C03043,31,F,Gold,Leisure
